row,ruleCode,category,reason,condition1,condition2
1484,SZ医保-1484-af53eaab35,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.000x051 大阴唇烧伤,
1485,SZ医保-1485-e819ff3860,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.000x052 小阴唇烧伤,
1486,SZ医保-1486-34728a40cb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.100x051 大阴唇一度烧伤,
1487,SZ医保-1487-8300b6cccc,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.100x052 小阴唇一度烧伤,
1488,SZ医保-1488-1cf6f7c025,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.200x051 大阴唇二度烧伤,
1489,SZ医保-1489-10fa7242d4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.200x052 小阴唇二度烧伤,
1490,SZ医保-1490-95484946cf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.300x051 大阴唇三度烧伤,
1491,SZ医保-1491-490b201af2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.300x052 小阴唇三度烧伤,
1492,SZ医保-1492-45ea6d1b13,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.400x051 大阴唇腐蚀伤,
1493,SZ医保-1493-e0312228c8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.400x052 小阴唇腐蚀伤,
1494,SZ医保-1494-43aaa2e92b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.500x051 大阴唇一度腐蚀伤,
1495,SZ医保-1495-682592e6df,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.500x052 小阴唇一度腐蚀伤,
1496,SZ医保-1496-8dab6cf88d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.600x051 大阴唇二度腐蚀伤,
1497,SZ医保-1497-627f58d757,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.600x052 小阴唇二度腐蚀伤,
1498,SZ医保-1498-2719985048,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.700x051 大阴唇三度腐蚀伤,
1499,SZ医保-1499-9d62522b59,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T21.700x052 小阴唇三度腐蚀伤,
1500,SZ医保-1500-9bd49cb17b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.300x001 阴道和子宫烧伤,
1501,SZ医保-1501-df4b107380,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.300x002 阴道烧伤,
1502,SZ医保-1502-4dc1fe83a1,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.300x003 子宫烧伤,
1503,SZ医保-1503-c22dc5faeb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.800x001 阴道和子宫腐蚀伤,
1504,SZ医保-1504-d736e52fb8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.800x002 阴道腐蚀伤,
1505,SZ医保-1505-90dcfdbe5e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T28.800x003 子宫腐蚀伤,
1506,SZ医保-1506-ab795eaf40,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 T38.500 雌激素和孕激素中毒,其他的",
1507,SZ医保-1507-5787ad56f2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T38.500x002 孕激素中毒,
1508,SZ医保-1508-c900dd5555,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.000x010 操作后阴道残端出血,
1509,SZ医保-1509-5ae0984ddb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.000x021 操作后宫颈出血,
1510,SZ医保-1510-d3a8c727da,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.031 治疗后宫颈出血,
1511,SZ医保-1511-ed5c088380,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.035 手术后子宫出血,
1512,SZ医保-1512-5f04a91177,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.200x016 操作中子宫损伤,
1513,SZ医保-1513-2cfc9833d3,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 T81.205 子宫穿孔,操作中",
1514,SZ医保-1514-b0e0e0ad02,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 T81.215 阴道损伤,操作中",
1515,SZ医保-1515-b68e20073b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.500x001 操作后子宫内残留异物,
1516,SZ医保-1516-3b57e2456c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T81.503 手术后子宫内异物遗留,
1517,SZ医保-1517-c76fdca1d4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T83.3 子宫内避孕装置的机械性并发症,
1518,SZ医保-1518-08c1399890,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 T83.802 阴道网片侵蚀,
1519,SZ医保-1519-ee782225f0,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z01.4 妇科学(一般性)(常规)检查,
1520,SZ医保-1520-356bb67fcf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z01.800x003 宫腔镜检查,
1521,SZ医保-1521-581c710eb9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z09.802 人工流产后随诊检查,
1522,SZ医保-1522-acda1b126b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z09.803 异位妊娠治疗后随诊检查,
1523,SZ医保-1523-cfe2cbde1a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z12.4 宫颈肿瘤的特殊筛查,
1524,SZ医保-1524-87509ffc2e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.1 (子宫内)避孕装置的放置绝育,
1525,SZ医保-1525-522742aac8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.202 输卵管绝育,
1526,SZ医保-1526-e58320a466,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.3 月经引出,
1527,SZ医保-1527-977c24e757,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.5 (子宫内)避孕装置的监督,
1528,SZ医保-1528-da03920970,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.800x002 放置子宫内避孕装置失败,
1529,SZ医保-1529-9439975c20,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.800x003 放置输卵管内避孕装置,
1530,SZ医保-1530-f224638fdd,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z30.800x004 放置输卵管内避孕装置失败,
1531,SZ医保-1531-202d33cdfe,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z31.000x001 输卵管绝育术后复通,
1532,SZ医保-1532-961b2b35de,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z31.1 人工授精,
1533,SZ医保-1533-4630c69eae,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z31.2 试管内授精,
1534,SZ医保-1534-a3c5a7d995,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z32 妊娠检查和检验,
1535,SZ医保-1535-eaa2182869,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z33 附带妊娠状态,
1536,SZ医保-1536-8d473a60a0,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z34 正常妊娠监督,
1537,SZ医保-1537-619070e825,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z35 高危妊娠监督,
1538,SZ医保-1538-75a68366c7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z36 产前筛查,
1539,SZ医保-1539-4c6a24fc6d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z37 分娩的结局,
1540,SZ医保-1540-1a07c0b5a7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z39 产后医疗照顾和检查,
1541,SZ医保-1541-15a4566f7b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z87.5 妊娠、分娩和产褥期并发症个人史,
1542,SZ医保-1542-720ab979c8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z90.704 单侧卵巢切除术后状态,
1543,SZ医保-1543-150c7d73d4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z90.705 双侧卵巢切除术后状态,
1544,SZ医保-1544-af404d5851,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z90.706 单侧输卵管卵巢切除术后状态,
1545,SZ医保-1545-d6212b8a2a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z90.707 双侧输卵管卵巢切除术后状态,
1546,SZ医保-1546-1491d67052,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z91.700 女性生殖器官切割史,
1547,SZ医保-1547-9bbcf91cf7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z92.001 输卵管绝育史,
1548,SZ医保-1548-3f843de04f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z97.5 (子宫内)具有避孕装置,
1549,SZ医保-1549-fe256048fa,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x301 宫颈术后,
1550,SZ医保-1550-cce45ac405,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x302 子宫术后,
1551,SZ医保-1551-4ee1af11c4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x303 卵巢术后,
1552,SZ医保-1552-d1017cb8ba,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x306 葡萄胎术后,
1553,SZ医保-1553-3715ff9edc,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x307 前庭大腺术后,
1554,SZ医保-1554-90670e750e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x308 人流术后,
1555,SZ医保-1555-87d7c02e45,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x309 输卵管术后,
1556,SZ医保-1556-d51e96108d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x310 引产术后,
1557,SZ医保-1557-73ce25f4d8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x312 药物流产术后,
1558,SZ医保-1558-db855674f2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x313 胚胎移植术后,
1559,SZ医保-1559-130263d081,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x315 输卵管假体置入术后,
1560,SZ医保-1560-4f7e35a804,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x316 左侧输卵管绝育术后,
1561,SZ医保-1561-526f4b6bac,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x317 右侧输卵管绝育术后,
1562,SZ医保-1562-7212f8bd5a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x318 双侧输卵管绝育术后,
1563,SZ医保-1563-0361ec29b2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Z98.800x319 多胎妊娠减胎术后,
1564,SZ医保-1564-985313eaa1,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A06.800x003 阿米巴精囊炎,
1565,SZ医保-1565-a43bd88ab7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A06.800x004+N51.2* 阿米巴龟头炎,
1566,SZ医保-1566-34451eabb1,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.100x018+N51.8* 精囊结核,
1567,SZ医保-1567-8aad48b128,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.100x020+N51.8* 阴囊结核,
1568,SZ医保-1568-5c953637f5,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.100x031 男性盆腔结核,
1569,SZ医保-1569-fc588e7ebb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.109+N51.0* 前列腺结核,
1570,SZ医保-1570-86d13140a3,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.110+N51.8* 输精管结核,
1571,SZ医保-1571-093017e93c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.116+N51.8* 结核性阴囊瘘,
1572,SZ医保-1572-aad4f3239d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.117+N51.1* 睾丸结核,
1573,SZ医保-1573-9e306d7049,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.118+N51.1* 附睾结核,
1574,SZ医保-1574-8d6b9100c5,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.119+N51.8* 阴茎结核,
1575,SZ医保-1575-017b3bcaec,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A51.001 阴茎下疳,
1576,SZ医保-1576-aea355a89e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A54.202+N51.0* 淋球菌性前列腺炎,
1577,SZ医保-1577-3027998fff,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A54.203+N51.1* 淋球菌性睾丸炎,
1578,SZ医保-1578-dcc330c525,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A54.204+N51.1* 淋球菌性附睾炎,
1579,SZ医保-1579-3f06e3fd6d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A56.102+N51.1* 衣原体性睾丸炎,
1580,SZ医保-1580-87335a616f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A56.103+N51.1* 衣原体性附睾炎,
1581,SZ医保-1581-6f64dbd6f9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A57.x00x003 阴茎软下疳,
1582,SZ医保-1582-cf1a5b28e0,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A59.000x003+N51.0* 滴虫性前列腺炎,
1583,SZ医保-1583-d70b07da07,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A60.000x004+N51.8* 阴囊单纯性疱疹,
1584,SZ医保-1584-8ed2ed2f4b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A60.003+N51.8* 阴茎单纯疱疹,
1585,SZ医保-1585-da11864c81,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B26.0 流行性腮腺炎性睾丸炎,
1586,SZ医保-1586-e4b127547f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B37.402+N51.2* 念珠菌性龟头炎,
1587,SZ医保-1587-ac5d9c65c8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B45.800x002 前列腺隐球菌病,
1588,SZ医保-1588-adb325eeb7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C50.901 男性乳腺恶性肿瘤,
1589,SZ医保-1589-f36e8f10af,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C60 阴茎恶性肿瘤,
1590,SZ医保-1590-bd2a60809c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C61 前列腺恶性肿瘤,
1591,SZ医保-1591-44c6057b60,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C62 睾丸恶性肿瘤,
1592,SZ医保-1592-1d518833d7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C63 男性生殖器官其他和未特指的恶性肿瘤,
1593,SZ医保-1593-3516177c9a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.800x231 精索继发恶性肿瘤,
1594,SZ医保-1594-7c16adda51,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.800x233 附睾继发恶性肿瘤,
1595,SZ医保-1595-036a942dca,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.800x837 鞘膜继发恶性肿瘤,
1596,SZ医保-1596-57357c98b8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.815 输精管继发恶性肿瘤,
1597,SZ医保-1597-6186c70072,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.816 精囊继发恶性肿瘤,
1598,SZ医保-1598-7d94b4fb59,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.817 睾丸继发恶性肿瘤,
1599,SZ医保-1599-e5f0ed6ef5,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.818 前列腺继发恶性肿瘤,
1600,SZ医保-1600-d10b2bba8a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.819 阴囊继发恶性肿瘤,
1601,SZ医保-1601-ad08f321c9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C79.820 阴茎继发恶性肿瘤,
1602,SZ医保-1602-95d301fea9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 C85.900x012 睾丸淋巴瘤,
1603,SZ医保-1603-387430db2a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D07.4 阴茎原位癌,
1604,SZ医保-1604-a3a392c402,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D07.5 前列腺原位癌,
1605,SZ医保-1605-e1a021b32c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D07.6 男性生殖器官其他和未特指的原位癌,
1606,SZ医保-1606-3f7f9e2793,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D17.6 精索良性脂肪瘤样肿瘤,
1607,SZ医保-1607-61104e680a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D17.700x033 阴茎脂肪瘤,
1608,SZ医保-1608-5584af24a9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D17.700x034 阴囊脂肪瘤,
1609,SZ医保-1609-158814855b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D18.000x815 龟头血管瘤,
1610,SZ医保-1610-ca7a2ab07b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D18.000x818 男性生殖器血管瘤,
1611,SZ医保-1611-3e24e2bc77,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D18.000x855 包皮血管瘤,
1612,SZ医保-1612-1bff4abbe5,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D18.100x017 阴囊淋巴管瘤,
1613,SZ医保-1613-de7d6e9a60,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D29 男性生殖器官良性肿瘤,
1614,SZ医保-1614-44401880ce,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 D40 男性生殖器官动态未定或动态未知的肿瘤,
1615,SZ医保-1615-20a9eeaac8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E25.000x007 早熟性巨睾症,
1616,SZ医保-1616-71cccbf4d4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E25.903 男性肾上腺增生性性早熟,
1617,SZ医保-1617-37aa3cf4e0,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E29 睾丸功能障碍,
1618,SZ医保-1618-740e2d37ae,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E89.5 操作后睾丸功能减退,
1619,SZ医保-1619-b5bb9fccaf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 F52.201 心因性阳痿,
1620,SZ医保-1620-335ad52290,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 F52.202 男性勃起障碍,
1621,SZ医保-1621-5ff48fe3cd,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 F52.4 早泄,
